number,url,pdf_url,bibtex_url,author,issn,abstract,address,type,publisher,month,year,journal,title,entrytype,id,doi,keywords,pages,volume,chapter
1419,timreview.ca/article/1419,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_February%20-%202_0.pdf,https://timreview.ca/article/export/bibtex/1419,Ilpo Pölönen and Antti Suokannas and Antti Juntunen,1927-0321,"The introduction of new technology to agriculture has resulted in enormous amounts of data and their handling and utilization challenge. Data is typically gathered from several sources such as field sensors, machines, industrial processes, different laboratories and officials. This has led to several complicated systems that are not always compatible. Farmers are confused, unaware, and face challenges in seeing the benefits for their business in relation to the time required. This paper introduces an automatic digital tracking and monitoring system for round feed bales on farms. In this system, bale data from sensors, switches, and a GPS-device in the baling machine are collected by hardware and sent to the cloud with the bale ID read from a RFID tag attached to each bale. A digital inventory of bales forms instantly, and baling can be followed on the map application with a mobile device. Data in the cloud is utilized for the farmer\textquoterights user interface. The farmer can manage and do various operations with bales. An important outcome is the yield report, showing basic statistics, quantities, and qualities of bales in a digitalized field parcel. If the farmer wants to sell bales, this can easily be done with the tool. It makes sales by connecting the farmer to an e-commerce portal. A key question and challenge to be resolved involves who owns the data. All the benefits of digitalization can be achieved only with good cooperation and mutual agreement from farmers who want to have control of their data under all circumstances.",Ottawa,,Talent First Network,02/2021,2021,Technology Innovation Management Review,Cloud-Based Approach for Tracking and Monitoring of Hay Bales in Smart Agriculture,article,1419,http://doi.org/10.22215/timreview/1419,"bale inventory, bale trade, big data, precision farming, RFID, round bales, silage, Smart farming",17-23,11,17
1420,timreview.ca/article/1420,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_February%20-%203.pdf,https://timreview.ca/article/export/bibtex/1420,Essi Ryymin,1927-0321,"The bioeconomy is being disrupted due to global trends of digitalization and automation. Knowledge-intensive businesses and sustainable solutions in carbon-smart food production have resulted in various consequences for the professionals working in and for bioeconomy. This paper examines bioeconomy teachers\textquoteright perceptions of digitalization. It draws on research data from semi-structured focus-group interviews that were conducted with bioeconomy teachers in applied sciences higher education. The theoretical frame for the analysis was Mishra and Koehler\textquoterights (2006) teacher knowledge framework for technology integration called Technological Pedagogical Content Knowledge (TPACK). The results suggest that although applied sciences university teachers have strong Technological Pedagogical Knowledge (TPK), they need more systematic approach and support to develop Technological Content Knowledge (TCK) in a disruptive field. Teaching in a rapidly transforming discipline, like bioeconomy, requires continuous co-development of all TPACK knowledge components by teachers.",Ottawa,,Talent First Network,02/2021,2021,Technology Innovation Management Review,Perspectives from Higher Education: Applied Sciences University Teachers on the Digitalization of the Bioeconomy,article,1420,http://doi.org/10.22215/timreview/1420,"Applied Sciences Universities, Bioeconomy, Digital disruption, Higher Education Teachers, Technological Pedagogical Content Knowledge (TPACK)",24-32,11,24
1421,timreview.ca/article/1421,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_February%20-%204.pdf,https://timreview.ca/article/export/bibtex/1421,Olli Koskela and Clemens Dempers and Maritta Kymäläinen and Jarkko Nummela,1927-0321,"Creating an ecologically sustainable circulation of nutrients requires local solutions with commitment from all participating parties. Due to vast differences between various regions, it is very complicated, if not impossible, to create fair, simple, and applicable legislation that can consider all of these differences in a meaningful way. Thus, there is a need for clear and easy ways of developing sustainable and viable solutions locally, as well as communicating them with local community and all the way up to the supervising governmental representatives. To meet this need, we developed a simulation tool that allows the user to explore the effectiveness and impact of a local biorefinery in waste management. As an iterative model based on state machine agents, it can easily be modified for a multitude of scenarios with changes taking place over time, while considering the viewing points of all involved. In this article, we report the first version of this tool and demonstrate its usefulness in estimating suitable biogas reactor size in a biorefinery.",Ottawa,,Talent First Network,02/2021,2021,Technology Innovation Management Review,Simulating a Biorefinery Ecosystem to Manage and Motivate Sustainable Regional Nutrient Circulation,article,1421,http://doi.org/10.22215/timreview/1421,"Bioreactor, circular economy, nutrient recycling, simulation, waste management",33-43,11,33
1422,timreview.ca/article/1422,,https://timreview.ca/article/export/bibtex/1422,,1927-0321,,Ottawa,,Talent First Network,02/2021,2021,Technology Innovation Management Review,Call for Papers: Distributed Ledger Technologies for Smart Digital Economies,article,1422,http://doi.org/10.22215/timreview/1422,"artificial intelligence, blockchain, cybersecurity, digital economy, distributed ledger technology, smartification",1-1,11,1
1423,https://timreview.ca/article/1423,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_February%20-%20Editorial.pdf,https://timreview.ca/article/export/bibtex/1423,Iivari Kunttu,1927-0321,,Ottawa,,Talent First Network,02/2021,2021,Technology Innovation Management Review,Editorial: Digital Innovations in the Bioeconomy (February 2021),article,1423,,,3-4,11,3
1425,timreview.ca/article/1425,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_March%20-%201.pdf,https://timreview.ca/article/export/bibtex/1425,Helle Alsted Søndergaard and Mette Præst Knudsen and Nicolai Søndergaard Laugesen,1927-0321,"Corporate strategy development is a well-oiled and recurring process in most established companies. Innovation strategy, however, especially for radical innovation, is new and unknown territory. This creates challenges for companies with radical innovation ambitions. We followed the innovation strategy work of nine large organisations, finding that they all struggle with the process and how to link innovation with corporate strategy in a meaningful way, while at the same time not hampering the innovative ambitions of the organisation. We identify two main challenges of gravitation and alignment, and develop a framework aimed at asking the questions necessary for increasing awareness about inherent business challenges, and how to overcome them at the intersection between corporate and innovation strategy work.",Ottawa,,Talent First Network,03/2021,2021,Technology Innovation Management Review,The Catch-22 in Strategizing for Radical Innovation,article,1425,http://doi.org/10.22215/timreview/1425,"corporate strategy, innovation strategy, radical innovation, strategy challenges",4-16,11,4
1426,timreview.ca/article/1426,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_March%20-%202.pdf,https://timreview.ca/article/export/bibtex/1426,Patrick Brecht and Daniel Hendriks and Anja Stroebele and Carsten H. Hahn and Ingmar Wolff,1927-0321,"Startups searching for a business model face uncertainty. This research aims to demonstrates how B2B startups can use business experiments to discover and validate their business model\textquoterights desirability quickly and cost-effectively. The research study follows a design science approach by focusing on two main steps: build and evaluate. We first created a B2B-Startup Experimentation Framework based on well-known earlier frameworks. After that, we applied the framework to the case of the German startup heliopas.ai. The framework consists of four steps (1) implementation of a measurement system, (2) hypothesis development and prioritization, (3) discovery, and (4) validation. Within its application, we conducted business experiments, including online and offline advertisements, as well as interviews. This research contributes in several ways to the understanding of how B2B-startups can use business experiments to discover and validate their business models: First, the designed B2B-Startup Experimentation Framework can serve as a guideline for company founders. Second, the results were used to improve the existing business model of the German B2B startup heliopas.ai. Finally, applying the framework allowed us to formulate design principles for creating business experiments. The design principles used in the study can be further tested in future studies.",Ottawa,,Talent First Network,03/2021,2021,Technology Innovation Management Review,Discovery and Validation of Business Models:  How B2B Startups can use Business Experiments,article,1426,http://doi.org/10.22215/timreview/1426,"B2B Startup, Business Experiment Design, Business Experiments, business model, Customer Development Process, Four-Step Iterative Cycle, Growth Hacking, lean startup",17-31,11,17
1427,timreview.ca/article/1427,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_March%20-%203.pdf,https://timreview.ca/article/export/bibtex/1427,Mika Westerlund and Diane A. Isabelle and Seppo Leminen,1927-0321,"News media companies and human rights organizations have been increasingly warning about the rise of the surveillance state that builds on distrust and mass surveillance of its citizens. The COVID-19 pandemic is fostering digitalization and state-corporate collaboration, leading to the introduction of contact tracing apps and other digital surveillance technologies that bring about societal benefits, but also increase privacy invasion. This study examines citizens\textquoteright concerns about their digital identity, the nation-state\textquoterights intelligence activities, and the security of biodata, addressing their impacts on the trust in and acceptance of governmental use of personal data. Our analysis of survey data from 1,486 Canadians suggest that those concerns have negative impacts on citizens\textquoteright acceptance of governmental use of personal data, but not necessarily on their trust in the nation-state being respectful of privacy. Government and corporations, it is concluded, should be more transparent about the collection and uses of data, and citizens should be more active in ""watching the watchers"" in the age of Big Data.",Ottawa,,Talent First Network,03/2021,2021,Technology Innovation Management Review,The Acceptance of Digital Surveillance in an Age of Big Data,article,1427,http://doi.org/10.22215/timreview/1427,"Acceptance, Biometric, Citizen Privacy, digital identity, Digital surveillance, Intelligence activities, Mass surveillance, personal data, privacy",32-44,11,32
1428,timreview.ca/article/1428,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_March%20-%204.pdf,https://timreview.ca/article/export/bibtex/1428,Sara Abdalla and Koichi Nakagawa,1927-0321,"This study aims at investigating the impact of digital transformation on the efficiency and adaptability of a supply chain (SC). It also identifies the role of collaborative innovation as a catalyst in these relationships. Survey data from Japanese manufacturing companies was examined using hierarchical multiple regression analysis to test the study\textquoterights hypotheses. According to the results, collaborative innovation with SC members, that is, suppliers and customers, strengthens the impact of digital transformation on adaptability, but not on efficiency. In contrast, collaborative innovation with market participants, such as competitors and partners, reinforces the positive relationship between digital transformation and efficiency, with no evidence supporting its effect on the innovation-adaptability relationship. These findings encourage firms to widen the scope of their collaborative innovation activities to include different types of partners. For firms with limited abilities to conduct such complex collaboration projects, the findings can assist managers in making well-informed decisions to include partners that accommodate prioritized organizational goals.",Ottawa,,Talent First Network,03/2021,2021,Technology Innovation Management Review,The Interplay of Digital Transformation and Collaborative Innovation on Supply Chain Ambidexterity,article,1428,http://doi.org/10.22215/timreview/1428,"collaboration, digital transformation, innovation, resource-based view., supply chain ambidexterity, supply chain management",45-56,11,45
1429,timreview.ca/article/1429,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_March%20-%20Editorial.pdf,https://timreview.ca/article/export/bibtex/1429,Stoyan Tanev and Gregory Sandstrom,1927-0321,,Ottawa,,Talent First Network,03/2021,2021,Technology Innovation Management Review,Editorial: Celebrating the World of Innovation (March 2021),article,1429,http://doi.org/10.22215/timreview/1429,,3-3,11,3
1431,timreview.ca/article/1431,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_April%20-%20Editorial.pdf,https://timreview.ca/article/export/bibtex/1431,Tony Bailetti and Christian Keen and Stoyan Tanev,1927-0321,,Ottawa,,Talent First Network,04/2021,2021,Technology Innovation Management Review,Editorial: Aligning Multiple Stakeholder Value Propositions (April 2021),article,1431,http://doi.org/10.22215/timreview/1431,,3-5,11,3
1432,timreview.ca/article/1432,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_April%20-%201.pdf,https://timreview.ca/article/export/bibtex/1432,Adrian Payne and Pennie Frow and Stoyan Tanev,1927-0321,,Ottawa,,Talent First Network,04/2021,2021,Technology Innovation Management Review,Interview: Discussing Value Proposition Research in the Context of New Companies Committed to Scaling Early and Rapidly,article,1432,http://doi.org/10.22215/timreview/1432,"business ecosystems, implicitly vs. explicitly formulated value propositions, new scaling companies, value proposition, value proposition alignment",6-12,11,6
1433,timreview.ca/article/1433,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_April%20-%202.pdf,https://timreview.ca/article/export/bibtex/1433,Joel Wolff and Esko Hakanen,1927-0321,"Many industries nowadays are facing drastic changes that enable and require new forms of interdependencies that facilitate complex ecosystems of interconnected actors. This paper investigates such a transformation facing the mobility sector, as user-centric bundles of mobility services are being introduced and compiled, by referring to the Mobility-as-a-Service (MaaS) concept. In the process, new value propositions arise that call for aligning the established players with new entrants. The implementation of MaaS is still in its infancy, and many open questions remain about how local authorities should support its emergence. One key challenge relates to decomposing the focal offering of the MaaS ecosystem into complementary value propositions for key players in the industry. This paper presents the results of a constructive design research project, building on interviews with a leading MaaS provider, as well as stakeholders representing national and local authorities in four European cities. The findings emphasize the need to balance a shared desire to disrupt conventional ways of offering mobility services against reluctance to overturn the industry\textquoterights public and private incumbents. The co-design framework that results serves to summarize five steps that enable MaaS by guiding strategic interaction between local authorities and various players in the mobility ecosystem. In addition, the article builds on ecosystem research insights and emphasizes the need to align value propositions among multiple stakeholders. The study suggests that the mobility sector provides a prominent empirical context for future ecosystem research.",Ottawa,,Talent First Network,04/2021,2021,Technology Innovation Management Review,Managing the Disruption of Mobility Services: How to align the value propositions of key ecosystem players,article,1433,http://doi.org/10.22215/timreview/1433,"Design Framework, ecosystem, Mobility-as-a-Service (MaaS), Urban Mobility, value proposition",13-25,11,13
1434,timreview.ca/article/1434,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_April%20-%203_0.pdf,https://timreview.ca/article/export/bibtex/1434,Yat Ming Ooi and Kenneth Husted,1927-0321,"Balancing various stakeholder (often contradictory) expectations creates tensions when developing value propositions for a new firm. Customers, funders, owners, and society-at-large often expect different value outcomes from a firm. They therefore have different motivations for being involved in the firm. These differences in value expectations are more strongly expressed in technology-based ventures, which often rely heavily on access to heterogeneous external resources such as capital, specialised knowledge, distribution, and service. In this paper, we use a wicked problem lens to explore specific challenges for companies to mediate seemingly contradictory propositions. We use two dimensions of wicked problems involving complexity and complicatedness, and conduct a secondary analysis of seven technology venture case studies from Australia and New Zealand. We then categorise the configuration types of these firms\textquoteright stakeholder value propositions in the context of their scale-up process. We contribute to the value proposition and business model development research streams by suggesting that the challenge of mediating value propositions that conflict can manifest itself in four types of configurations: easy, complicated, complex and wicked. Complicated and complex propositions are thorny, but with structures and processes in place, they can be adequately addressed. On the other hand, wicked propositions consist of many unknowns and require firms to collaborate with stakeholders to derive outcomes that align company scaling objective with stakeholder value propositions.",Ottawa,,Talent First Network,04/2021,2021,Technology Innovation Management Review,Framing Multi-Stakeholder Value Propositions: A wicked problem lens,article,1434,http://doi.org/10.22215/timreview/1434,"complexity, complicatedness, scaling-up, stakeholders, value proposition, wicked problem",26-37,11,26
1435,timreview.ca/article/1435,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_April%20-%204.pdf,https://timreview.ca/article/export/bibtex/1435,Roshana Prabaharan and Martin Bliemel and Stoyan Tanev,1927-0321,"This inductive study explores factors by which some new and innovative firms try yet fail to achieve born-global status. Born-global studies have a survivorship bias, with errors of omission that paint a favourable picture of how innovative and well-funded new ventures internationalise. In this paper, we counter such biases by focussing on innovative ventures that expressed intentions to become born global but failed to do so. Our findings reveal that these new ventures fail in two ways. Either they underestimate the need to tailor a portfolio of value propositions and over-extend their efforts across too many markets, a pattern called ""baby born-global"". Or they over-commit to one market at a time, thus limiting their capacity to develop value propositions in similar markets, a pattern called ""micro multinational"".",Ottawa,,Talent First Network,04/2021,2021,Technology Innovation Management Review,Value Proposition Misalignment and the Failure to Become a Born-Global Company,article,1435,http://doi.org/10.22215/timreview/1435,"Born-global, failure, internationalisation, premature scaling, value propositions",38-51,11,38
1437,https://timreview.ca/article/1437,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_May%20-%20Editorial.pdf,https://timreview.ca/article/export/bibtex/1437,Stoyan Tanev and Gregory Sandstrom,1927-0321,,Ottawa,,Talent First Network,05/2021,2021,Technology Innovation Management Review,Editorial: Insights (May 2021),article,1437,,,3-4,11,3
1438,timreview.ca/article/1438,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_May%20-%201_1.pdf,https://timreview.ca/article/export/bibtex/1438,André Renz and Gergana Vladova,1927-0321,"The increasing relevance of artificial intelligence (AI) applications in various domains has led to high expectations of benefits, ranging from precision, efficiency, and optimization to the completion of routine or time-consuming tasks. Particularly in the field of education, AI applications promise immense innovation potential. A central focus in this field is on analyzing and evaluating learner characteristics to derive learning profiles and create individualized learning environments. The development and implementation of such AI-driven approaches are related to learners\textquoteright data, and thus involves several privacies, ethics, and morality challenges. In this paper, we introduce the concept of human-centered AI, and consider how an AI system can be developed in line with human values without posing risks to humanity. Because the education market is in the early stages of incorporating AI into educational tools, we believe that this is the right time to raise awareness about the use of principles that foster human-centered values and help in building responsible, ethical, and value-oriented AI.",Ottawa,,Talent First Network,05/2021,2021,Technology Innovation Management Review,Reinvigorating the Discourse on Human-Centered Artificial Intelligence in Educational Technologies,article,1438,http://doi.org/10.22215/timreview/1438,"artificial intelligence, design for value approach., educational technology, human-centered AI, intelligent tutoring systems",5-16,11,5
1439,timreview.ca/article/1439,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_May%20-%202.pdf,https://timreview.ca/article/export/bibtex/1439,Wenting Zou and Saara A. Brax and Risto Rajala,1927-0321,"Service performance is considered an essential determinant of successful business relationships. It affects the customer\textquoterights repurchase intentions and, therefore, the continuity of the relationship between the service provider and the customer. Yet, due to the complexity of  B2B relationships, service performance is a multi-faceted issue. It includes at least three crucial aspects: competence-based, expressive, and collaborative performance. The present paper investigates the effects of these dimensions on the buyer-supplier relationship and analyzes their mediated impact on customer repurchasing intentions. In so doing, we establish a structural equation model and test multiple hypotheses with a sample of 141 purchasing professionals from 23 countries. The findings indicate that expressive and collaborative service performance are more significant determinants of successful business relationships and influence business relationship continuity more than competence-based service performance. Also, relationship performance was found to fully mediate the links between expressive and collaborative service performance with customer repurchase intentions. The study underscores that service providers can ensure business continuity with their customers by investing in expressive and collaborative service performance.",Ottawa,,Talent First Network,05/2021,2021,Technology Innovation Management Review,"The Effects of Competence-Based, Expressive and Collaborative Service Performance on the B2B Service Relationship",article,1439,http://doi.org/10.22215/timreview/1439,"B2B services, Business services, Relationship performance, Repurchase intentions, Service performance, Service purchasing",17-31,11,17
1440,timreview.ca/article/1440,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_May%20-%203.pdf,https://timreview.ca/article/export/bibtex/1440,Jasmine A. Shaw and Steven M. Muegge,1927-0321,"Business ecosystems are an increasingly prominent organizational form in both management research and practice. A growing body of research exists about ecosystem design, but designing local ecosystem instances within a global ecosystem is not yet well understood or defined. This article contributes a multilevel, embedded case study of the global and local ecosystems anchored around the Technovation Girls competition - the world\textquoterights largest technology entrepreneurship challenge for girls. We first define the process platform driving this ecosystem and anchoring the local instances. Second, we identify key architectural properties of a global-local ecosystem. Lastly, we specify a process for defining design rules in an organizational setting. In addition to theoretical relevance for ecosystem scholarship, our results are also of practical relevance to leaders of existing or nascent global ecosystems, who may benefit from techniques described in this paper that involve designing a flexible global ecosystem architecture that accommodates local variation.",Ottawa,,Talent First Network,05/2021,2021,Technology Innovation Management Review,"Ecosystems, Design, and Glocalization: A multi-level study of Technovation",article,1440,http://doi.org/10.22215/timreview/1440,"business ecosystems, Canada, design rules, glocalization, Mexico, multisided platform, technology entrepreneurship, Technovation",32-43,11,32
1441,timreview.ca/article/1441,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_May%20-%204_0.pdf,https://timreview.ca/article/export/bibtex/1441,Leena Kunttu and Helka Kalliomäki and Sorin Dan and Jari Kuusisto,1927-0321,"The social contributions of research activities have become more and more important in the rapidly changing innovation environment. Despite the fact that industrial commercialization of research results constitutes one of the most essential drivers for innovation and competitiveness, most generally used social impact evaluation criteria do not include clear metrics involving research commercialization possibilities. In a similar manner, principles regarding sustainable development have been largely omitted from the impact criteria. This paper considers the ""broader impacts criteria"" (BIC) model developed for social impact evaluation in the National Science Foundation in United States. We propose extensions to the BIC criteria related to commercialization and sustainable development viewpoints on impact evaluation. This paper also considers a newly introduced extension to BIC, called ""inclusion-immediacy criteria"" (IIC). Based on it, we propose an extended version of the model that aims to additionally evaluate the impact of research from a commercialization point of view.",Ottawa,,Talent First Network,05/2021,2021,Technology Innovation Management Review,Developing Social Impact Evaluation Methods for Research: viewpoints on commercialization and sustainability,article,1441,http://doi.org/10.22215/timreview/1441,,44-53,11,44
1442,timreview.ca/article/1442,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_May%20-%205.pdf,https://timreview.ca/article/export/bibtex/1442,Sten Grahn and Anna Granlund and Erik Lindhult,1927-0321,"If digitalization projects aim to effectively create value for a company, one precondition is having a shared view among company staff and project members of what the ""desirable"" value is. However, it has been shown that few companies fully understand the value that digitalization projects can create for them, while many companies still launch digitalization projects without having gained much understanding. This contributes to the current ""alarmingly"" low success rate for digitalization projects. Developing effective methods to specify the desired values of digitalization projects has hence become important. One step in developing improved specification methods is to ask what the possible barriers are to improving current value specification practices. The purpose of the current study is to address this. We analyzed several digitalization projects regarding how specifications of desired project value were carried out, finding that very limited resources are spent on specifying desired values in digitalization projects, this limits project success. Likewise, there are several barriers to increasing resources for specifying desired values. Our findings contribute to understanding the development of value specification methods that aim to overcome these barriers and thus could help improve the success rate of digitalization projects.",Ottawa,,Talent First Network,05/2021,2021,Technology Innovation Management Review,Barriers to Value Specification when Carrying out Digitalization Projects,article,1442,http://doi.org/10.22215/timreview/1442,"automation, digitalization, effectiveness, resource-efficiency, Value specification",54-64,11,54
1444,timreview.ca/article/1444,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_June%20-%20Editorial_0.pdf,https://timreview.ca/article/export/bibtex/1444,Steven Muegge and Gregory Sandstrom,1927-0321,,Ottawa,,Talent First Network,06/2021,2021,Technology Innovation Management Review,Editorial: Distributed Ledger Technologies for Smart Digital Economies (June 2021),article,1444,http://doi.org/10.22215/timreview/1444,,3-5,11,3
1445,timreview.ca/article/1445,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_June%20-%205.pdf,https://timreview.ca/article/export/bibtex/1445,Victoria L. Lemieux and Atefeh Mashatan and Rei Safavi-Naini and Jeremy Clark,1927-0321,"Blockchain Technology Symposium 2021 (BTS\textquoteright21) is a forum where academic researchers, industry professionals, and decision makers came together to present recent advancements, discuss adoption barriers, tackle common challenges, and explore future roadmaps surrounding blockchain and its related technologies such as consensus algorithms, smart contracts, cryptocurrencies, and distributed ledger technologies generally. As a follow-up to BTS\textquoteright18 and BTS\textquoteright20, which were hosted by Ryerson University and The Fields Institute, and by popular demand, BTS 2021 gathered a diverse audience from academia, industry, and policy makers to engage in a dialogue around crucial topics in the adoption of blockchain technology, with the aim of cross-fertilizing ideas from these communities to address the challenges and seize the opportunities brought forward by this promising technology. BTS\textquoteright21 featured multidisciplinary and multi-sectoral talks and presentations on four major themes: (1) decentralized finance (DeFi), (2) decentralized identity, (3) decentralized health and (4) decentralized supply chain management. This article provides reflections on some of the key insights found in the BTS&rsquo;21 presentations.",Ottawa,,Talent First Network,06/2021,2021,Technology Innovation Management Review,A Cross-Pollination of Ideas about Distributed Ledger Technological Innovation through a Multidisciplinary and Multisectoral lens: Insights from the Blockchain Technology Symposium \textquoteright21,article,1445,http://doi.org/10.22215/timreview/1445,"blockchain, decentralization, decentralized finance, decentralized health, decentralized identity, decentralized supply chains, distributed ledgers, innovation, technology adoption, technology management",58-66,11,58
1446,timreview.ca/article/1446,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_June%20-%201.pdf,https://timreview.ca/article/export/bibtex/1446,Mika Westerlund and Soham Nene and Seppo Leminen and Mervi Rajahonka,1927-0321,"There are growing internal and external pressures for traceability in food supply chains due to food scandals. Traceability refers to tracking food from the consumer back to the farm and vice versa for quality control and management. However, many traceability solutions have failed to meet the needs of supply chain stakeholders. Blockchain is a novel distributed database technology that could solve some issues of traditional traceability systems, such as cost of adoption and vulnerabilities to hacking and data tampering. This study aims to gain insights on the benefits of applying blockchain technology for traceability in food supply chains through literature review and an investigation of five companies that are experimenting with blockchain-based food traceability. Our findings suggest that, upon implementation and contribution by all supply chain participants, blockchain-based traceability can provide cost-savings, reduced response time to food scandals and food-borne illness outbreaks, improved security and accuracy, better compliance with government regulations, and thus increase consumer trust.",Ottawa,,Talent First Network,06/2021,2021,Technology Innovation Management Review,An Exploration of Blockchain-based Traceability in Food Supply Chains: On the Benefits of Distributed Digital Records from Farm to Fork,article,1446,http://doi.org/10.22215/timreview/1446,"blockchain, distributed ledger technology, food innovation, Food safety, food supply chain, supply chain management, traceability",6-18,11,6
1447,timreview.ca/article/1447,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_June%20-%202.pdf,https://timreview.ca/article/export/bibtex/1447,Sevda Dede and Mesut Can Köseoğlu and H. Funda Yercan,1927-0321,"Blockchain technology is widely seen as a promising technology for global supply chains, though early adoption of the technology is both costly and risky. Along with many other discouraging factors, large investments required to enter or develop a blockchain raise barriers to entry. Concerns about potential benefits, on the other hand, have led to companies questioning whether it is worth it. Consequently, many players in the global arena are still preferring to wait by observing current practices before making investments, while trying to figure out what the technology might bring them. Hence, the main purpose of this paper is to research various implementations of blockchain technology in supply chains, in order to learn from its early adopters. For this purpose, we chose case studies as the research method, which we used in a systematic way. We focused on multiple relevant case studies from previous research concerning the use of blockchain technology in supply chain practices. Through a systematic analysis of case studies, the study paper aims at bringing forward different views, approaches and results about blockchain adoption, as a way to show the pros and cons of adopting the technology under certain circumstances. The previous research was obtained from the Web of Science Core Collection. This paper contributes to the literature by showcasing the use of blockchain in supply chains via multiple cases to learn from early blockchain adopters in supply chain practices.",Ottawa,,Talent First Network,06/2021,2021,Technology Innovation Management Review,Learning from Early Adopters of Blockchain Technology: A Systematic Review of Supply Chain Case Studies,article,1447,http://doi.org/10.22215/timreview/1447,"blockchain, digitalization, distributed ledger technology, supply chain, systematic review",19-31,11,19
1448,timreview.ca/article/1448,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_June%20-%203.pdf,https://timreview.ca/article/export/bibtex/1448,Michel Legault,1927-0321,"This paper provides an overview on how content can be managed with a blockchain or other distributed ledger technology (DLT), and what challenges need to be addressed in managing this content as part of transactions. Transactions on a blockchain may require supporting documents, for example, photos, reference documents, or actual contracts. As DLTs becoming an increasingly popular method to complete transactions and share information, several issues are arising that need to be addressed, such as: Where should this electronic content in documents be stored? Will the storage system have the features and functionality to properly manage this content through the ""information lifecycle"", including the retention and disposition of business records based on legal and regulatory requirements? The paper presents an overview of the emerging technology involved with distributed storage systems. It presents five solutions currently available, including their designs, how they secure and store files, and whether or not these files can be deleted in order to meet record disposition requirements and regulations. The discussion points out the need for alignment between multiple stakeholders and consortium members in a distributed ledger-based community with shared ecosystem scaling objectives. The challenges of scaling include the need to protect personal and sensitive information, especially when this information should normally be disposed after a record\textquoterights retention period has ended.",Ottawa,,Talent First Network,06/2021,2021,Technology Innovation Management Review,"A Practitioner\textquoterights View on Distributed Storage Systems: Overview, Challenges and Potential Solutions",article,1448,http://doi.org/10.22215/timreview/1448,,32-41,11,32
1449,timreview.ca/article/1449,https://timreview.ca/sites/default/files/article_PDF/TIMReview_2021_June%20-%204.pdf,https://timreview.ca/article/export/bibtex/1449,Gregory Sandstrom,1927-0321,"This paper examines the broad impact of digitalization on economic development. More specifically, it addresses the computer science-derived notion of ""social machines"", along with the invention of distributed ledger technologies (DLTs) (or blockchain), as potential signposts on the pathway to ""smart(er) digital economies"". The paper investigates blockchain-based ecosystems as examples of social machines that assist in economic ""smartification"" and development. It looks at distributed ledger-based communities (DLCs) that provide examples of functioning social machines for a variety of business and personal network communications purposes. It then analyses the scaleup of DLT-based social machines by comparison with ""extension services"", largely in education and agriculture, which are currently undergoing processes of digitalization. Overall, this conceptual study examines the general horizons and potential impact of blockchain and social machines on the provision of online products and services, across a range of sectors and industries. The paper offers interpretative assistance to managers, entrepreneurs, technology experts, and academics with lingering questions about blockchain in and for business and economic development.",Ottawa,,Talent First Network,06/2021,2021,Technology Innovation Management Review,Distributed Ledger Technologies and Social Machines: How to “smartify” the economy with blockchain-based digital extension services?,article,1449,http://doi.org/10.22215/timreview/1449,"artificial intelligence, blockchain, digital economy, digital platform, distributed ledger technology, economic development, extension services, extension thinking, innovation diffusion, Internet of Things, ledger community, smartification, social machines, web science",42-57,11,42
1450,https://timreview.ca/article/1450,https://timreview.ca/sites/default/files/article_PDF/Call%20for%20Papers%20-%20Blockchain%20%26%20Digital%20Transformation.pdf,https://timreview.ca/article/export/bibtex/1450,,1927-0321,,Ottawa,,Talent First Network,07/2021,2021,Technology Innovation Management Review,Call for Papers: Blockchain and Digital Transformation,article,1450,,"blockchain, decentralized autonomous organizations, digital transformation, distributed ledger technology",-,-,-
